Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Backrest type (product.metafields.shopify.backrest-type),Color (product.metafields.shopify.color-pattern),Seat type (product.metafields.shopify.seat-type),Shape (product.metafields.shopify.shape),Upholstery material (product.metafields.shopify.upholstery-material),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Pakistan,Price / Pakistan,Compare At Price / Pakistan,Status
chair-17,Chill Club Chair,"<p>The Chill Club chair is the epitome of comfort and style. With its sleek and modern design, it effortlessly blends into any contemporary living space. Its generously cushioned seat and backrest provide a cozy and inviting place to relax after a long day. Crafted with high-quality materials and attention to detail, this chair not only looks great but also offers exceptional durability. Whether you're lounging with a book, enjoying a movie, or simply unwinding with a glass of wine, the Chill Club chair is the perfect companion for moments of relaxation and leisure.</p>
<ul>
<li><strong>SIZE: CM: 69 x 87 </strong></li>
<li><strong>PRODUCT CODE: FSS-001</strong></li>
<li><strong>MATERIAL: PLYWOOD, BOUCLE FABRIC</strong></li>
</ul>",Lusso Homey,Furniture,Lounge Chairs,"chair, Chill Club Chair, Furniture, Lounge Chairs, Lusso Homey",true,Title,Default Title,,,,,,,,"",0.0,shopify,20,deny,manual,110000.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0780/3145/4491/files/Chairscollection-17.webp?v=1693087411,1,"",false,,,,,,,,,kg,,,true,,,active
chair-16,Galea Dining Chair,"<p data-mce-fragment=""1"">The Galea Dining Chair is a glamorous upholstery solution that skillfully blends ancient and modern influences. Inspired by the helmets worn by warriors in the Roman Empire, this chair uses traditional production techniques. With its luxurious combination of velvet and leather, its design boasts an elegant silhouette that makes it a perfect choice for upscale restaurants and modern dining rooms.</p>
<ul>
<li> <strong>SIZE: CM: 82 x 66 x 54</strong>
</li>
<li><strong>PRODUCT CODE: FSD-002</strong></li>
<li><strong>MATERIAL: WOOD, BRASS, VELVET</strong></li>
</ul>",Lusso Homey,Furniture,Dining Chair,"chair, Dining Chair, Furniture, Galea Dining Chair, Lusso Homey",true,Title,Default Title,,,,,,,,,0.0,shopify,20,deny,manual,150000.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0780/3145/4491/files/Chairscollection-16.webp?v=1693087360,1,"",false,,,,,,,,,kg,,,true,,,active
chair-15,Nura Dining Chair,"<p data-mce-fragment=""1"">Featuring a uniquely shaped backrest, the Nura Dining Chair is the ultimate expression of cozy luxury. Shaped like a U, Nura is made of leather, brass, and wood and provides an embracing comfort only found in upholstery solutions with the same shape. Ideal for cozy yet glamorous dining rooms and restaurants.</p>
<ul>
<li><strong>SIZE: CM: 54 x 59 x 68</strong></li>
<li><strong>PRODUCT CODE: FSD-003</strong></li>
<li><strong>MATERIAL: WOOD, BRASS, LEATHER</strong></li>
</ul>",Lusso Homey,Furniture,Lounge Chairs,"chair, Furniture, Lounge Chairs, Lusso Homey, Nura Dining Chair",true,Title,Default Title,,,,,,,,,0.0,shopify,20,deny,manual,147000.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0780/3145/4491/files/Chairscollection-15.webp?v=1693087328,1,"",false,,,,,,,,,kg,,,true,,,active
chair-14,Crawford Dining Chair,"<p data-mce-fragment=""1"">The Crawford Dining Chair epitomizes elegance and modern sophistication. Its sleek and minimalist design seamlessly blends form and function, making it the perfect addition to any dining space. Crafted with precision, the chair features a sturdy metal frame with a polished finish that not only provides durability but also adds a touch of contemporary flair. The seat and backrest are ergonomically designed for comfort, with plush cushioning upholstered in high-quality fabric, ensuring a delightful dining experience. Whether used in a formal dining room or a casual kitchen setting, the Crawford Dining Chair exudes timeless style and comfort for memorable gatherings and meals.</p>
<ul>
<li><strong>SIZE: CM: 60 x 47 x 68</strong></li>
<li><strong>PRODUCT CODE: FSD-004</strong></li>
<li>
<strong><strong>MATERIAL: WOOD, <strong>SUEDE</strong></strong></strong><strong>, BRASS</strong>
</li>
</ul>
<p> </p>",Lusso Homey,Furniture,Dining Chair,"chair, Crawford Dining Chair, Dining Chair, Furniture, Lusso Homey",true,Title,Default Title,,,,,,,,,0.0,shopify,20,deny,manual,115000.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0780/3145/4491/files/Chairscollection-14.webp?v=1693087298,1,"",false,,,,,,,,,kg,,,true,,,active
chair-13,Bold Armchair,"<p data-mce-fragment=""1"">The BOLD armchair is characterized by audacious lines paired with a rounded, solid wooden frame that cradles the upholstered chair.‎ Available in fabric or leather, as well as multiple wood finishes, the design can be custom-styled to suit any interior.</p>
<ul>
<li><strong>SIZE: CM: 77 x 90 x  80</strong></li>
<li><strong>PRODUCT CODE: FSL-001</strong></li>
<li>
<strong><strong>MATERIAL: WOOD, </strong></strong><strong>SUEDE</strong>
</li>
</ul>",Lusso Homey,Furniture,Lounge Chairs,"Bold Armchair, chair, Furniture, Lounge Chairs, Lusso Homey",true,Title,Default Title,,,,,,,,,0.0,shopify,20,deny,manual,135000.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0780/3145/4491/files/Chairscollection-13.webp?v=1693087275,1,"",false,,,,,,,,,kg,,,true,,,active
chair-12,Alexis Swivel Chair,"<p>The wraparound back and seat of the Alexis Swivel Chair are generously padded and upholstered in premium fabric. The circular, 360-degree swivel base adds the contemporary contrast of polished metal.</p>
<ul>
<li><strong>SIZE: CM: 91 x 90 x 77</strong></li>
<li><strong>PRODUCT CODE: FSL-006</strong></li>
<li><strong>MATERIAL: PLYWOOD, BOUCLE FABRIC</strong></li>
</ul>",Lusso Homey,Furniture,Lounge Chairs,"Alexis Swivel Chair, chair, Furniture, Lounge Chairs, Lusso Homey",true,Title,Default Title,,,,,,,,,0.0,shopify,20,deny,manual,115000.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0780/3145/4491/files/Chairscollection-12.webp?v=1693087247,1,"",false,,,,,,,,,kg,,,true,,,active
chair-11,Klesten Dining Chair,"<p data-mce-fragment=""1"">The Klesten dining chair is a stylish and versatile addition to any dining space. With its sleek and modern design, it seamlessly blends form and function, making it perfect for both contemporary and traditional interiors. Crafted with high-quality materials, the chair offers exceptional comfort with its cushioned seat and backrest, encouraging you to linger around the dining table. Its sturdy construction ensures durability, while the choice of upholstery and finish options allows for customization to suit your style. The Klesten dining chair not only enhances the aesthetic appeal of your dining area but also provides a comfortable and inviting seating option for your family and guests.</p>
<ul>
<li><strong>SIZE: CM: 58 x 50 x 75</strong></li>
<li><strong>PRODUCT CODE: FSD-005</strong></li>
<li><strong>MATERIAL: WOOD, BRASS, JUTE</strong></li>
</ul>",Lusso Homey,Furniture,Dining Chair,"chair, Dining Chair, Furniture, Klesten Dining Chair, Lusso Homey",true,Title,Default Title,,,,,,,,,0.0,shopify,20,deny,manual,95000.00,,true,false,,,,,FSD-009,https://cdn.shopify.com/s/files/1/0780/3145/4491/files/Chairscollection-11.webp?v=1693087197,1,"",false,,,,,,,,,kg,,,true,,,active
chair-10,Alaton Dining Chair,"<p data-mce-fragment=""1"">Alaton Dining Chair features sinuous lines on the backrest, following the seat where the arms rest, while the robust wood structure supports it. There is exquisite attention to the seaming details in all designs, bringing out the mastery of luxury design.</p>
<ul>
<li><strong>SIZE: CM: 55 x 56 x 80</strong></li>
<li><strong>PRODUCT CODE: FSD-009</strong></li>
<li><strong>MATERIAL: WOOD, FABRIC, LEATHER </strong></li>
</ul>",Lusso Homey,Furniture,Dining Chair,"Alaton Dining Chair, chair, Dining Chair, Furniture, Lusso Homey",true,Title,Default Title,,,,,,,,,0.0,shopify,20,deny,manual,87000.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0780/3145/4491/files/Chairscollection-10.webp?v=1693087169,1,"",false,,,,,,,,,kg,,,true,,,active
chair-9,Charla Dining Chair,"<p>The Charla dining chair is a stylish and comfortable addition to any dining space, known for its modern design and versatility. Its sleek silhouette and upholstered seat make it an ideal choice for both contemporary and traditional interiors, adding a touch of elegance to any dining setting.</p>
<ul>
<li><strong>SIZE: CM: 87 x 34 x 60</strong></li>
<li><strong>PRODUCT CODE: FSD-006</strong></li>
<li><strong>MATERIAL: WOOD, BRASS, VELVET</strong></li>
</ul>",Lusso Homey,Furniture,Dining Chair,"chair, Charla Dining Chair, Dining Chair, Furniture, Lusso Homey",true,Title,Default Title,,,,,,,,,0.0,shopify,20,deny,manual,155000.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0780/3145/4491/files/Chairscollection-1.webp?v=1693087143,1,"",false,,,,,,,,,kg,,,true,,,active
chair-8,Jeanneret Easy Armchair,"<p>The Jeanneret Easy Armchair is a masterpiece of mid-century modern design, known for its timeless elegance and exceptional comfort. This armchair exudes a perfect blend of form and function. Its clean lines and minimalist silhouette are complemented by the warmth of solid wood which adds a touch of organic beauty to any interior. The generously padded seat and backrest ensure a relaxing seating experience, making it an ideal choice for both lounging and conversation. With its understated yet sophisticated charm, the Jeanneret Easy Armchair remains a coveted piece in the world of classic furniture design.</p>
<ul>
<li><strong>SIZE: CM: 79 x 85 x 74</strong></li>
<li><strong>PRODUCT CODE: FSL-007</strong></li>
<li>
<strong><strong>MATERIAL: WOOD, </strong></strong><strong>SUEDE</strong>
</li>
</ul>",Lusso Homey,Furniture,Lounge Chairs,"chair, Jeanneret Easy Armchair, Lounge Chairs, Lusso Homey",true,Title,Default Title,,,,,,,,,0.0,shopify,20,deny,manual,115000.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0780/3145/4491/files/Chairscollection-9.webp?v=1693087095,1,"",false,,,,,,,,,kg,,,true,,,active
chair-7,Chandigarh Chair,"<p data-mce-fragment=""1"">This Viennese chair conjures up the characteristic spirit of the place, also expressed in the use of local wood. The seat-backrest sequence joins the flush legs to form a simple yet powerful whole. The structure is made up of separate pieces, including the lateral supports that converge to form an inverted “V” to support the armrests.</p>
<ul>
<li><strong>SIZE: IN: W 32 x D 20 x H 26</strong></li>
<li><strong>PRODUCT CODE: FSD-012</strong></li>
<li><strong>MATERIAL: WOOD, RATTAN</strong></li>
</ul>",Lusso Homey,Furniture,Dining Chair,"chair, Chandigarh Chair, Dining Chair, Furniture, Lusso Homey",true,Title,Default Title,,,,,,,,,0.0,shopify,20,deny,manual,78000.00,,true,false,,,,,FSD-002,https://cdn.shopify.com/s/files/1/0780/3145/4491/files/Chairscollection-8-Copy.jpg?v=1707917123,1,"",false,,,,,,,,,kg,,,true,,,active
chair-6,Brillon Armchair,"<p data-mce-fragment=""1"">Inspired by Art Deco while modern in style, the Brillon armchair has become an iconic chair. Spacious, comfortable, and relaxing, it consists of a cushion made of ochre-colored velvet and a backrest with a geometric pattern.</p>
<ul>
<li><strong>SIZE: IN: W 27 x D 30 x H 30</strong></li>
<li><strong>PRODUCT CODE: FSL-008</strong></li>
<li><strong>MATERIAL: WOOD, BRASS, VELVET</strong></li>
</ul>",Lusso Homey Store,Furniture,Lounge Chairs,"Brillon Armchair, chair, Lounge Chairs, Lusso Homey",true,Title,Default Title,,,,,,,,,0.0,shopify,20,deny,manual,135000.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0780/3145/4491/files/Chairs_collection_-_7.jpg?v=1723535711,1,"",false,,,,,,,,,kg,,,true,,,active
chair-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0780/3145/4491/files/Chairs_collection_-_7-2.jpg?v=1723535711,2,"",,,,,,,,,,,,,,,,
chair-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0780/3145/4491/files/Chairs_collection_-_7-1.jpg?v=1723535712,3,"",,,,,,,,,,,,,,,,
chair-4,Rattan Chair,"<p data-mce-fragment=""1"">The rattan chair is a charming and versatile piece of furniture that adds a touch of tropical elegance to any space. Its intricate woven pattern provides both comfort and support, making it an ideal choice for relaxation. Whether placed on a sunlit porch or nestled in a cozy reading nook as a stylish addition to a dining set, the rattan chair brings a timeless, organic appeal to interior and exterior settings alike, inviting you to unwind and enjoy moments of serenity in its embrace.</p>
<ul>
<li><strong>SIZE: CM: 22 x 22 x 31</strong></li>
<li><strong>PRODUCT CODE: FSD-007</strong></li>
<li><strong>MATERIAL: WOOD, RATTAN</strong></li>
</ul>",Lusso Homey,Furniture,Dining Chair,"chair, Dining Chair, Furniture, Lusso Homey, Rattan Chair",true,Title,Default Title,,,,,,,,,0.0,shopify,20,deny,manual,78000.00,,true,false,,,,,FSD-001,https://cdn.shopify.com/s/files/1/0780/3145/4491/files/Chairscollection-5.jpg?v=1707915075,1,"",false,,,,,,,,,kg,,,true,,,active
chair-3,Galea Armchair,"<div title=""Page 2"" class=""page"" data-mce-fragment=""1"">The Galea Dining Chair is a glamorous upholstery solution that skillfully blends ancient and modern influences. Inspired by the helmets worn by warriors in the Roman Empire, this chair uses traditional production techniques. With its luxurious combination of velvet and leather, its design boasts an elegant silhouette that makes it a perfect choice for upscale restaurants and modern dining rooms.
<ul>
<li><strong>SIZE: CM: 78 x 74 x 62</strong></li>
<li><strong>PRODUCT CODE: FSL-009</strong></li>
<li>
<strong><strong>MATERIAL: WOOD, </strong></strong><strong>SUEDE</strong>
</li>
</ul>
</div>",Lusso Homey,Furniture,Lounge Chairs,"chair, Furniture, Galea Armchair, Lounge Chairs, Lusso Homey",true,Title,Default Title,,,,,,,,,0.0,shopify,20,deny,manual,195000.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0780/3145/4491/files/Chairscollection-4.webp?v=1693086825,1,"",false,,,,,,,,,kg,,,true,,,active
chair-2,Anguis Single Sofa,"<div class=""page"" title=""Page 2"" data-mce-fragment=""1"">
<meta charset=""utf-8""> <span><span>The Anguis Single Sofa is a sleek and minimalist piece of furniture that serves as the focal point of the seating area. Its design is characterized by clean lines, a low profile, and a minimalist silhouette. The sofa features a single-seat cushion with elegant upholstery, in a neutral color like charcoal gray or midnight blue.</span></span>
<ul>
<li><strong>SIZE: CM: 76 x 101 x 76</strong></li>
<li><strong>PRODUCT CODE: FSL-004</strong></li>
<li><strong>MATERIAL: BRASS, WOOD, LEATHER, VELVET</strong></li>
</ul>
</div>",Lusso Homey,Furniture,Lounge Chairs,"Anguis Single Sofa, chair, Furniture, Lounge Chairs, Lusso Homey",true,Title,Default Title,,,,,,,,,0.0,shopify,20,deny,manual,170000.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0780/3145/4491/files/Chairscollection-3.webp?v=1693086789,1,"",false,,,,,,,,,kg,,,true,,,active
chair-1,Zephal Dining Chair,"<p>The playful Zephal dining chair is made up of a black wooden frame with bronze steel details and an upholstered seat. Eclectic in a minimal way, this neutral piece is Nordic with a funky twist. While maintaining the subtle sophistication of Scandinavian design, our Zephal dining chair has a distinctly lighthearted feel. Place these chairs around a simple dining table so they remain the stars of the show. The neutral color scheme will ensure a chic interior.</p>
<ul>
<li><strong>SIZE: CM: <span data-mce-fragment=""1"">58.5 x 76 x 56</span></strong></li>
<li><strong>PRODUCT CODE: FSD-008</strong></li>
<li><strong>MATERIAL: WOOD, BRASS, JUTE</strong></li>
</ul>",Lusso Homey,Furniture,Dining Chair,"chair, Dining Chair, Furniture, Lusso Homey, Zephal Dining Chair",true,Title,Default Title,,,,,,,,"",0.0,shopify,20,deny,manual,125000.00,,true,false,,,,,FSD-010,https://cdn.shopify.com/s/files/1/0780/3145/4491/files/Chairscollection-2.webp?v=1693086735,1,"",false,,,,,,,,,kg,,,true,,,active
cabinet-15,Wyatt Milan Buffet,"<p><span data-mce-fragment=""1"">Meet the Sira Collection’s sultry seductress: yours to customize in size and finishes. Picture the feel of solid metal handles and legs in metal patinas. Want more allure? Request a center drawer, and choose between a liquid lacquer embrace or the warm caress of wood, and marble tops to make it perfect. Unleash your desires.</span></p>
<ul>
<li><strong>SIZE: IN: W 86 x D 18 x H 33</strong></li>
<li><strong>PRODUCT CODE: FS-003</strong></li>
<li><strong>MATERIAL: WOOD, LACQUER</strong></li>
</ul>",Lusso Homey Store,Furniture > Cabinets & Storage,"","",true,Title,Default Title,,,,,,,,,0.0,shopify,20,deny,manual,385000.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0780/3145/4491/files/Storagecabinet-10.webp?v=1692828932,1,"",false,,,,,,,,,kg,,,true,,,active
